DepartmentName,JobTitle,Zip,Salary
Boston Police Department,Police Detective,1778,"$73,097.51"
Boston Police Department,Police Sergeant (Det),2081,"$116,108.98"
Boston Police Department,Police Officer,2126,"$101,680.60"
Boston Police Department,Police Lieutenant,2081,"$126,560.07"
Boston Police Department,Police Lieutenant/Hdq Dispatch,2132,"$131,665.65"
Boston Police Department,Police Sergeant/Pd Det Serv,2035,"$107,599.31"
Boston Police Department,Head Clerk & Secretary,2301,"$52,641.34"
Boston Police Department,Police Sergeant (Det),2155,"$113,179.69"
Boston Police Department,Police Officer,2332,"$55,270.13"
Boston Police Department,Police Officer,2021,"$91,179.36"
Boston Police Department,Police Officer,2359,"$101,680.60"
Boston Police Department,Police Captain,2081,"$142,886.58"
Boston Police Department,Police Lieutenant,2339,"$127,442.47"
Boston Police Department,Police Sergeant/Hackney Invest,2180,"$107,599.31"
Boston Police Department,Police Detective,2324,"$103,987.91"
Boston Police Department,Police Sergeant,2779,"$115,518.64"
Boston Police Department,Police Sergeant,2081,"$76,504.03"
Boston Police Department,Police Offc Bomb Squad,2364,"$93,527.47"
Boston Police Department,Police Sergeant,2125,"$112,310.38"
Boston Police Department,Police Offc Hackney Invest 3$8,2129,"$93,622.42"
Boston Police Department,Police Lieutenant (Det),2332,"$130,968.37"
Boston Police Department,Police Lieutenant/Hdq Dispatch,2135,"$125,715.33"
Boston Police Department,Police Clerk And Typist,2128,"$46,817.70"
Boston Police Department,Police Offc Bomb Squad,2186,"$95,390.42"
Boston Police Department,Police Lieutenant (Det),2186,"$129,737.14"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2339,"$72,854.70"
Boston Police Department,Police Sergeant/Hackney Invest,1803,"$110,334.25"
Boston Police Department,Police Detective,2176,"$103,987.91"
Boston Police Department,Police Officer Harborboat 3$8,2124,"$93,622.42"
Boston Police Department,Police Sergeant,2132,"$112,757.88"
Boston Police Department,Supn Bpd,2121,"$181,982.71"
Boston Police Department,Prin Admin Asst,2132,"$97,647.06"
Boston Police Department,Police Dispatcher,2169,"$75,890.62"
Boston Police Department,Police Offc Acad Instr 2$6,2171,"$102,012.10"
Boston Police Department,Police Offc Hackney Invest 3$8,2053,"$91,648.97"
Boston Police Department,Police Offc Hackney Invest 3$8,2184,"$93,622.42"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2021,"$102,122.60"
Boston Police Department,Police Offc Comm Serv Offc 3$8,1801,"$100,583.30"
Boston Police Department,Police Captain,2492,"$146,058.90"
Boston Police Department,Police Offc Canine 2$6,2081,"$14,733.76"
Boston Police Department,Police Detective,2035,"$103,987.91"
Boston Police Department,Police Lieutenant,2062,"$123,367.14"
Boston Police Department,Police Sergeant (Det),2360,"$122,211.31"
Boston Police Department,Supn-In Chief,2186,"$199,243.98"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2121,"$102,122.60"
Boston Police Department,Police Lieutenant (Det),2169,"$129,530.83"
Boston Police Department,Police Lieutenant,2132,"$127,720.84"
Boston Police Department,Police Sergeant/FgrPrt Ev Tech,2030,"$48,626.96"
Boston Police Department,Police Sergeant (Det),2176,"$105,365.92"
Boston Police Department,Police Detective,1720,"$97,413.67"
Boston Police Department,Police Sergeant (Det),2184,"$111,879.69"
Boston Police Department,Police Lieutenant (Det),2132,"$129,530.83"
Boston Police Department,Police Detective,2132,"$97,413.67"
Boston Police Department,Police Lieutenant,2494,"$127,416.64"
Boston Police Department,Police Sergeant/CHF RADIO DISP,2332,"$113,328.01"
Boston Police Department,Police Officer,2191,"$98,669.00"
Boston Police Department,Police Offc Mobile Offc 2$6,2067,"$101,071.92"
Boston Police Department,Interpreter,2021,"$27,014.52"
Boston Police Department,Police Officer,2370,"$29,847.00"
Boston Police Department,Admin Asst (Finance),2191,"$15,216.08"
Boston Police Department,Police Lieutenant,2122,"$127,720.84"
Boston Police Department,Sr Budget Anl (BPD)(H&H),2148,"$64,007.34"
Boston Police Department,Police Officer,32725,
Boston Police Department,Police Officer,2072,
Boston Police Department,Police Detective,2122,"$72,487.60"
Boston Police Department,Police Officer,3060,
Boston Police Department,Police Lieutenant,2322,"$126,586.33"
Boston Police Department,Police Officer,1545,"$101,680.60"
Boston Police Department,Police Offc Harborboat 3$8,2122,
Boston Police Department,Sr Radio Communications Tech,2143,"$84,173.98"
Boston Police Department,Police Offc/Auto Invest 4$10,2190,
Boston Police Department,Police Clerk And Typist,2452,"$46,817.69"
Boston Police Department,Head Clerk,2130,"$51,663.71"
Boston Police Department,Admin Secretary,2131,"$56,921.80"
Boston Police Department,Social Worker (BPD),2062,"$3,327.65"
Boston Police Department,School Traffic Supv,2130,"$14,341.14"
Boston Police Department,Police Clerk And Typist,2131,"$46,817.70"
Boston Police Department,Sr Data Proc Sys Anl (ASD/DPU),2135,"$113,451.93"
Boston Police Department,Store Control Supv(Bpd Fleet),2155,"$104,017.10"
Boston Police Department,Police Sergeant/Mobile Oper,2359,"$109,335.75"
Boston Police Department,Head Clerk & Secretary,1905,"$2,024.66"
Boston Retirement System,Dir-Security,2155,"$9,240.00"
Boston Police Department,Police Dispatcher,2126,"$77,022.09"
Boston Police Department,Police Offc/Auto Invest 4$10,2492,"$100,797.80"
Boston Retirement System,Employment Agreement,2050,"$5,320.00"
Boston Police Department,Supn Bpd,2124,"$181,982.71"
Boston Police Department,Communic. EquipOp II 9II(SS),2124,"$52,513.68"
Boston Police Department,Jr  Building Custodian,2191,"$43,562.59"
Boston Police Department,Head Clerk,2339,"$30,374.25"
BPS East Boston High,Prin Clerk/School Sec 21,2155,"$59,205.35"
Boston Police Department,Police Officer,2356,"$101,680.60"
Boston Police Department,Police Lieutenant,2135,"$23,733.04"
Boston Police Department,Police Sergeant (Det),2136,"$4,728.42"
Boston Police Department,Police Lieutenant (Det),1702,"$129,530.83"
Boston Police Department,Police Lieutenant (Det),2368,"$129,530.83"
Boston Police Department,IBIS Support Technician,2132,"$81,308.33"
Boston Police Department,Police Sergeant,2127,
Boston Police Department,Police Detective,2174,
Boston Police Department,Police Officer,2767,"$59,932.31"
Boston Police Department,Police Officer,2301,"$93,180.42"
Boston Police Department,Supn Bpd,2474,"$110,177.77"
Boston Police Department,Supn Bpd,2186,"$22,891.94"
Boston Police Department,Police Sergeant,2126,
Boston Police Department,Police Detective,2540,"$94,956.25"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2081,"$91,648.97"
Boston Police Department,Police Officer,1821,"$8,611.24"
Boston Police Department,Research Analyst,2170,"$48,684.01"
Boston Police Department,Data Proc Equip Tech (BPD),3045,"$74,850.53"
Boston Police Department,Police Offc/Juvenile Offc 4$10,2119,"$37,015.37"
Boston Police Department,Police Officer,2131,"$100,210.65"
Boston Police Department,Police Officer,2155,"$100,210.65"
Boston Police Department,Police Officer Hdq Dispatch,2125,"$99,571.57"
Boston Police Department,Police Detective,2171,"$1,869.06"
Boston Police Department,Police Sergeant (Det),2135,"$124,158.09"
Boston Police Department,Police Detective,2124,
Boston Police Department,Police Officer,2128,"$98,638.34"
Boston Police Department,Police Lieutenant (Det),1864,"$128,944.72"
Boston Police Department,Police Detective,1906,
Boston Police Department,Police Officer,2067,"$5,830.76"
Boston Police Department,Police Lieutenant (Det),1770,"$129,530.83"
Boston Police Department,Police Sergeant (Det),2301,"$4,609.13"
Boston Police Department,Police Sergeant/Comm Serv Offc,2339,"$13,479.75"
Boston Police Department,Police Offc/Auto Invest 4$10,2056,"$91,354.31"
Boston Police Department,Police Offc Acad Instr 2$6,2119,
Boston Police Department,Police Captain (Det),2780,"$148,529.68"
Boston Police Department,Police Detective,2368,"$17,557.49"
Boston Police Department,Police Detective,2121,"$10,279.84"
Boston Police Department,Police Detective,2301,"$51,777.41"
Boston Police Department,Police Detective,2125,"$67,481.95"
Boston Police Department,Police Lieutenant (Det),2452,"$57,439.01"
Boston Police Department,Police Offc/Bomb Squad,2189,"$93,569.06"
Boston Police Department,Police Officer Hdq Dispatch,2191,"$103,890.60"
Boston Police Department,Police Sergeant,2136,"$109,419.73"
Boston Police Department,Police Officer Harborboat 3$8,2021,"$102,122.60"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2370,"$12,164.04"
Boston Police Department,Police Offc Mobile Offc 2$6,2136,"$102,012.10"
Boston Police Department,Police Sergeant (Det),2123,"$80,629.46"
Boston Police Department,Police Sergeant,2339,"$110,327.46"
Boston Police Department,Police Offc Ballistician 4$10,2126,"$99,684.05"
Boston Police Department,Police Lieutenant,2131,"$127,071.05"
Boston Police Department,Police Sergeant/Comm Serv Offc,2136,"$30,054.85"
Boston Police Department,Police Offc Acad Instr 2$6,2136,"$102,012.10"
Boston Police Department,Police Offc/FgrPrt Ev Tch 4$10,2136,"$91,766.10"
Boston Police Department,Police Offc Hackney Invest 3$8,2122,
Boston Police Department,Police Officer,2125,"$24,066.92"
Boston Police Department,Police Sergeant,2122,"$107,862.10"
Boston Police Department,Police Detective,2466,"$94,956.25"
Boston Police Department,Police Officer Hdq Dispatch,2136,"$103,423.88"
Boston Police Department,Police Captain (Det),2359,"$148,529.68"
Boston Police Department,Police Detective,2120,"$103,520.64"
Boston Police Department,Police Sergeant (Det),2132,"$112,667.56"
Boston Police Department,Police Lieutenant,2184,"$126,560.07"
Boston Police Department,Police Sergeant (Det),2021,"$116,108.98"
Boston Police Department,Police Detective,2375,"$105,913.95"
Boston Police Department,Supn Bpd,2066,"$180,368.68"
Boston Police Department,Police Detective,2072,"$94,956.25"
Boston Police Department,Police Offc Acad Instr 2$6,2043,"$93,511.92"
Boston Police Department,Police Sergeant (Det),2375,"$116,108.98"
Boston Police Department,Police Officer,2343,"$100,392.69"
Boston Police Department,Supv-Payrolls,2127,"$104,878.20"
Boston Police Department,Buyer,2129,"$64,007.46"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",2171,"$54,950.05"
Boston Police Department,Police Dispatcher,2021,"$77,170.46"
Boston Police Department,Communic. EquipOp II 9II(SS),2131,"$51,551.70"
Boston Police Department,ChCommEquipOper I (SCTT),2125,"$57,823.00"
Boston Police Department,Prin Admin Asst (Bpd/Adm.),2121,"$89,342.76"
Boston Police Department,Exec Asst (BPD),2132,"$124,771.15"
Boston Police Department,Supv Graphic Arts Svc (BPD),2346,"$113,451.83"
Boston Police Department,Prin Personnnel Officer,2124,"$40,862.79"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",2302,"$47,313.66"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2136,"$94,704.21"
Boston Police Department,Prin Admin Asst,2081,"$7,499.67"
Boston Police Department,Head Clerk & Secretary,2148,"$52,641.32"
Boston Police Department,Jr  Building Custodian,2122,
Boston Police Department,Mtr Eq Rpprs ClassIBPDFleetBFD,2072,"$83,812.89"
Boston Police Department,Police Clerk And Typist,2136,"$1,840.68"
Boston Police Department,Interpreter,2451,"$27,014.52"
Boston Police Department,Police Offc Canine Offc 2$6,2302,"$92,748.52"
Boston Police Department,Police Officer,2139,"$101,680.60"
Boston Police Department,Police Sergeant,2021,"$113,179.98"
Boston Police Department,Police Sergeant (Det),2122,"$48,651.89"
Boston Police Department,Police Detective,2351,"$37,969.12"
Boston Police Department,Police Detective,2136,"$105,913.95"
Boston Police Department,Police Sergeant (Det),2131,"$109,975.43"
Boston Police Department,Police Offc/Auto Invest 4$10,2127,"$91,766.10"
Boston Police Department,Police Officer,2188,"$100,210.65"
Boston Police Department,Police Officer,2122,"$91,849.36"
Boston Police Department,Police Sergeant,2188,"$108,375.30"
Boston Police Department,Police Offc Ballistician 4$10,2072,"$90,931.31"
Boston Police Department,Police Officer Hdq Dispatch,2124,"$103,890.60"
Boston Police Department,Communic. EquipOp II 9II(SS),2130,"$52,800.77"
Boston Police Department,Police Clerk And Typist,2121,"$47,357.89"
Boston Police Department,Police Clerk And Typist,2301,"$46,817.72"
Boston Police Department,PoliceSergeant/SupvCourtCases,2136,"$107,599.31"
Boston Police Department,Head Admin Clerk,2072,"$45,975.30"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2119,"$100,515.58"
Boston Police Department,Police Officer,1960,"$101,680.60"
Boston Police Department,Police Detective,2052,"$95,485.91"
Boston Police Department,Police Officer,2026,"$101,680.60"
Boston Police Department,Police Detective,2150,"$19,142.08"
Boston Police Department,PoliceSergeant/SupvCourtCases,2081,"$107,599.31"
Boston Police Department,Police Officer,2048,"$101,680.60"
Boston Police Department,Police Detective,2131,"$94,956.25"
Boston Police Department,Police Offc/Bomb Squad,2359,"$95,390.42"
Boston Police Department,Police Sergeant (Det),1880,"$113,179.69"
Boston Police Department,Police Officer Hdq Dispatch,2184,"$95,390.42"
Boston Police Department,Police Sergeant (Det),2170,"$113,179.69"
Boston Police Department,Police Sergeant,2038,"$4,200.68"
Boston Police Department,Supn Bpd,2090,"$169,466.25"
Boston Police Department,Police Offc Hackney Invest 3$8,2152,"$102,122.60"
Boston Police Department,Police Officer,2151,"$91,179.36"
Boston Police Department,Police Offc Hackney Invest 3$8,2130,"$100,680.29"
Boston Police Department,Police Detective,2302,"$97,413.67"
Boston Police Department,Police Sergeant (Det),2382,"$116,108.98"
Boston Police Department,Police Officer,2071,"$100,210.65"
Boston Police Department,Police Lieutenant,2364,"$123,792.96"
Boston Police Department,Police Sergeant,2186,"$122,164.49"
Boston Police Department,Police Sergeant,2135,"$107,012.10"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2301,"$6,655.83"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2122,"$102,122.60"
Boston Police Department,Police Officer,2090,"$91,179.36"
Boston Police Department,Police Detective,2090,"$104,657.62"
Boston Police Department,Police Officer,2375,
Boston Police Department,Police Sergeant (Det),2066,"$117,408.98"
Boston Police Department,Police Officer,2351,"$95,083.66"
Boston Police Department,Police Officer,2066,"$100,210.65"
Boston Police Department,Police Offc Acad Instr 2$6,2124,"$55,003.10"
Boston Police Department,Police Offc Ballistician 4$10,2136,"$91,944.46"
Boston Police Department,Police Offc Acad Instr 2$6,2132,"$91,531.27"
Boston Police Department,Police Officer Hdq Dispatch,2127,"$57,683.74"
Boston Police Department,Police Detective,1746,"$97,413.67"
Boston Police Department,Police Lieutenant,2190,"$126,560.07"
Boston Police Department,Police Sergeant (Det),1906,"$113,179.69"
Boston Police Department,Police Offc/Juvenile Offc 4$10,2126,"$91,766.10"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",2132,"$53,747.62"
Boston Police Department,Police Dispatcher,2124,"$76,946.52"
Boston Police Department,Sr Radio Communications Tech,2129,"$29,784.66"
Boston Police Department,Communic. EquipOp II 9II(SS),2302,"$36,021.80"
Boston Police Department,Exec Sec (B.P.D.),2132,"$64,007.39"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",2124,"$53,699.34"
Boston Police Department,Research Assist (Bpd),2130,"$56,921.80"
Boston Police Department,Supv Mtr Equip Rpprs (BPD),2132,"$89,692.82"
Boston Police Department,Police Captain/DDC,2186,"$146,894.28"
Boston Police Department,PoliceSergeant/SupvCourtCases,2127,"$77,198.39"
Boston Police Department,Sr Radio Communications Tech,2382,"$8,741.16"
Boston Police Department,Liaison Agent (BPD),1940,"$48,683.99"
Boston Police Department,Police Detective,2370,"$105,913.95"
Boston Police Department,Exec Sec (B.P.D.),2120,"$64,007.34"
Boston Police Department,Police Offc Acad Instr 2$6,2324,"$89,959.15"
Boston Police Department,Sr Bldg Custodian (BPD)##,2121,"$45,659.14"
Boston Police Department,Prin Admin Asst,2136,"$96,765.61"
Boston Police Department,Police Offc Canine 2$6,2379,"$100,563.02"
Boston Police Department,Police Detective,2054,"$94,956.25"
Boston Police Department,Police Lieut/Acad Instr,2062,"$121,710.44"
Boston Police Department,Dep Supn (Bpd),2127,"$158,907.86"
Boston Police Department,Police Detective,2056,"$48,642.48"
Boston Police Department,Police Sergeant (Det),2050,"$116,108.98"
Boston Police Department,Police Captain/DDC,2035,"$146,893.76"
Boston Police Department,Police Sergeant,2072,"$109,434.68"
Boston Police Department,Police Detective,1915,"$92,544.90"
Boston Police Department,Police Officer Hdq Dispatch,2050,"$103,890.60"
Boston Police Department,Police Offc Acad Instr 2$6,2467,"$100,563.02"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2048,"$93,622.42"
Boston Police Department,Police Officer,2341,"$17,223.17"
Boston Police Department,Sr Bldg Custodian (BPD)##,2128,"$45,744.96"
Boston Police Department,Head Clerk & Secretary,2128,"$52,641.35"
Boston Police Department,Police Clerk And Typist,2184,"$46,817.68"
Boston Police Department,Police Sergeant/Mobile Oper,2124,"$104,876.64"
Boston Police Department,Police Offc Acad Instr 2$6,2026,"$98,756.62"
Boston Police Department,Police Detective,2021,"$96,976.24"
Boston Police Department,Police Offc Harborboat 3$8,2445,"$93,550.46"
Boston Police Department,Police Officer,2766,"$98,849.44"
Boston Police Department,Police Lieutenant,2359,"$138,583.80"
Boston Police Department,Police Officer,1826,"$93,180.42"
Boston Police Department,Police Offc Hackney Invest 3$8,2379,"$101,967.76"
Boston Police Department,Police Officer,2035,"$91,179.36"
Boston Police Department,Police Officer,2032,"$9,090.65"
Boston Police Department,Police Detective,2169,"$97,413.67"
Boston Police Department,Police Detective,2339,"$62,727.80"
Boston Police Department,Police Lieutenant (Det),1867,"$130,493.63"
BPS School Safety Service,Sen Supervisor Safety,2121,"$107,789.61"
Boston Police Department,Police Officer Hdq Dispatch,2190,"$93,115.73"
Boston Police Department,Police Offc Acad Instr 2$6,2341,"$93,511.92"
Boston Police Department,Police Offc/Auto Invest 4$10,2368,"$91,766.10"
Boston Police Department,Police Offc Mobile Offc 2$6,2368,
Boston Police Department,Police Sergeant (Det),2190,"$110,273.14"
Boston Police Department,Police Sergeant,2169,"$113,243.78"
Boston Police Department,Police Sergeant,2766,"$107,012.72"
Boston Police Department,Jr  Building Custodian,1436,"$43,962.54"
Boston Police Department,Police Clerk And Typist,2170,"$46,817.70"
Boston Police Department,Office Manager,2184,"$2,189.30"
Boston Police Department,Police Officer,2532,"$93,265.92"
Boston Police Department,Police Sergeant/Mobile Oper,2170,"$110,334.25"
Boston Police Department,Police Offc/Hosp Liaison 4$10,2081,"$91,766.10"
Boston Police Department,Police Lieut (Det),2035,"$129,530.83"
Boston Police Department,Police Offc Bomb Squad,2339,"$93,527.47"
Boston Police Department,Police Detective,2159,"$94,956.25"
Boston Police Department,Police Offc/Bomb Squad,2180,"$93,527.47"
Boston Police Department,Police Detective,1833,"$96,256.25"
Boston Police Department,Police Offc/Bomb Squad,1760,"$93,527.47"
Boston Police Department,Police Sergeant/Bomb Squad,2180,"$111,991.75"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2188,"$93,498.97"
Boston Police Department,Police Sergeant (Det),2062,"$124,609.16"
Boston Police Department,Police Officer Hdq Dispatch,2121,"$102,558.79"
Boston Police Department,Police Detective,2032,"$104,402.15"
Workers Compensation Service,Workers Comp Job Classificatn,33777,
Boston Police Department,Police Sergeant,2062,"$121,042.43"
Boston Police Department,Dir-Crimalistic Services(Bpd),2118,"$124,771.14"
Boston Police Department,Signalperson-Electrician,1876,"$91,028.60"
Boston Police Department,MtrEquipRpprClassIIBPDFleetBFD,1876,"$68,242.57"
Boston Police Department,Social Worker (BPD),2124,"$69,215.50"
Boston Police Department,Police Officer,2474,"$100,210.65"
Boston Police Department,Police Officer,2176,"$101,680.60"
Boston Police Department,Police Detective,2137,"$93,677.05"
Boston Police Department,Police Captain (Det),2125,"$137,104.32"
Boston Police Department,Police Offc Comm Serv Offc 3$8,2113,"$100,680.29"
Boston Police Department,Police Detective,2170,"$97,413.67"
Boston Police Department,Police Sergeant/Hdq Dispatcher,2038,"$117,225.54"
Boston Police Department,Police Sergeant/Comm Serv Offc,2052,"$110,334.25"
Boston Police Department,Police Officer,2382,"$99,760.65"
Boston Police Department,Police Detective,2333,"$104,873.95"
Boston Police Department,Dep Supn (Bpd),2118,"$163,209.02"
Boston Police Department,"CommunEquipOp III, R-13 (CT)",2136,"$53,873.36"
Boston Police Department,Head Trainer,2124,"$84,174.00"
Boston Police Department,Police Clerk And Typist,2124,"$46,817.69"
Boston Police Department,Police Officer,2472,"$89,653.37"
Boston Police Department,Police Sergeant/AcadInstructor,2131,"$106,569.45"
Boston Police Department,Police Detective,2045,"$100,786.00"
Boston Police Department,Police Offc/Juvenile Offc 4$10,2136,"$99,225.35"
Boston Police Department,Police Officer,2149,"$81,196.24"
Boston Police Department,Police Detective,2119,"$100,786.00"
Boston Police Department,Police Officer,1776,
Boston Police Department,School Traffic Supv,2122,"$11,628.06"
Boston Police Department,Community Services Offc,2119,"$74,611.99"
Boston Police Department,Police Clerk And Typist,2190,"$46,817.73"
Boston Police Department,Police Detective,2359,
Boston Police Department,Police Offc Canine 2$6,2190,"$91,904.87"
Boston Police Department,Police Lieutenant,2370,"$120,889.79"
